date;heure;PM25;PM10;O3;NO2;CO
13/08/2011;5;n/d;8;n/d;28;n/d
13/08/2011;6;n/d;12;n/d;30;n/d
13/08/2011;7;n/d;13;n/d;28;n/d
13/08/2011;8;n/d;14;n/d;22;n/d
13/08/2011;9;n/d;15;n/d;15;n/d
13/08/2011;10;n/d;16;n/d;18;n/d
13/08/2011;11;n/d;22;n/d;22;n/d
13/08/2011;12;n/d;16;n/d;20;n/d
13/08/2011;13;n/d;15;n/d;20;n/d
13/08/2011;14;n/d;9;n/d;16;n/d
13/08/2011;15;n/d;11;n/d;16;n/d
13/08/2011;16;n/d;14;n/d;22;n/d
13/08/2011;17;n/d;17;n/d;23;n/d
13/08/2011;18;n/d;16;n/d;25;n/d
13/08/2011;19;n/d;17;n/d;33;n/d
13/08/2011;20;n/d;18;n/d;33;n/d
13/08/2011;21;n/d;18;n/d;31;n/d
13/08/2011;22;n/d;15;n/d;27;n/d
13/08/2011;23;n/d;12;n/d;28;n/d
13/08/2011;24;n/d;12;n/d;24;n/d
14/08/2011;1;n/d;16;n/d;25;n/d
14/08/2011;2;n/d;11;n/d;12;n/d
14/08/2011;3;n/d;n/d;n/d;6;n/d
14/08/2011;4;n/d;3;n/d;8;n/d
14/08/2011;5;n/d;7;n/d;7;n/d
14/08/2011;6;n/d;10;n/d;9;n/d
14/08/2011;7;n/d;7;n/d;8;n/d
14/08/2011;8;n/d;8;n/d;8;n/d
14/08/2011;9;n/d;9;n/d;11;n/d
14/08/2011;10;n/d;13;n/d;13;n/d
14/08/2011;11;n/d;12;n/d;15;n/d
14/08/2011;12;n/d;8;n/d;11;n/d
14/08/2011;13;n/d;8;n/d;10;n/d
14/08/2011;14;n/d;11;n/d;9;n/d
14/08/2011;15;n/d;14;n/d;12;n/d
14/08/2011;16;n/d;13;n/d;12;n/d
14/08/2011;17;n/d;12;n/d;14;n/d
14/08/2011;18;n/d;15;n/d;13;n/d
14/08/2011;19;n/d;17;n/d;12;n/d
14/08/2011;20;n/d;15;n/d;14;n/d
14/08/2011;21;n/d;13;n/d;12;n/d
14/08/2011;22;n/d;12;n/d;16;n/d
14/08/2011;23;n/d;14;n/d;19;n/d
14/08/2011;24;n/d;11;n/d;13;n/d
15/08/2011;1;n/d;13;n/d;10;n/d
15/08/2011;2;n/d;15;n/d;10;n/d
15/08/2011;3;n/d;14;n/d;8;n/d
15/08/2011;4;n/d;13;n/d;7;n/d
15/08/2011;5;n/d;16;n/d;16;n/d
15/08/2011;6;n/d;18;n/d;18;n/d
15/08/2011;7;n/d;18;n/d;17;n/d
15/08/2011;8;n/d;21;n/d;17;n/d
15/08/2011;9;n/d;20;n/d;15;n/d
15/08/2011;10;n/d;14;n/d;8;n/d
15/08/2011;11;n/d;16;n/d;7;n/d
15/08/2011;12;n/d;19;n/d;8;n/d
15/08/2011;13;n/d;22;n/d;8;n/d
15/08/2011;14;n/d;21;n/d;11;n/d
15/08/2011;15;n/d;21;n/d;8;n/d
15/08/2011;16;n/d;24;n/d;8;n/d
15/08/2011;17;n/d;22;n/d;11;n/d
15/08/2011;18;n/d;22;n/d;11;n/d
15/08/2011;19;n/d;22;n/d;10;n/d
15/08/2011;20;n/d;24;n/d;16;n/d
15/08/2011;21;n/d;21;n/d;19;n/d
15/08/2011;22;n/d;17;n/d;20;n/d
15/08/2011;23;n/d;16;n/d;26;n/d
15/08/2011;24;n/d;16;n/d;27;n/d
16/08/2011;1;n/d;15;n/d;25;n/d
16/08/2011;2;n/d;16;n/d;24;n/d
16/08/2011;3;n/d;17;n/d;23;n/d
16/08/2011;4;n/d;17;n/d;25;n/d
16/08/2011;5;n/d;17;n/d;46;n/d
16/08/2011;6;n/d;18;n/d;52;n/d
16/08/2011;7;n/d;19;n/d;46;n/d
16/08/2011;8;n/d;26;n/d;62;n/d
16/08/2011;9;n/d;33;n/d;67;n/d
16/08/2011;10;n/d;34;n/d;60;n/d
16/08/2011;11;n/d;29;n/d;45;n/d
16/08/2011;12;n/d;25;n/d;27;n/d
16/08/2011;13;n/d;20;n/d;20;n/d
16/08/2011;14;n/d;20;n/d;16;n/d
16/08/2011;15;n/d;20;n/d;17;n/d
16/08/2011;16;n/d;20;n/d;20;n/d
16/08/2011;17;n/d;24;n/d;21;n/d
16/08/2011;18;n/d;21;n/d;18;n/d
16/08/2011;19;n/d;22;n/d;24;n/d
16/08/2011;20;n/d;30;n/d;53;n/d
16/08/2011;21;n/d;31;n/d;49;n/d
16/08/2011;22;n/d;28;n/d;53;n/d
16/08/2011;23;n/d;29;n/d;23;n/d
16/08/2011;24;n/d;21;n/d;20;n/d
17/08/2011;1;n/d;15;n/d;14;n/d
17/08/2011;2;n/d;13;n/d;10;n/d
17/08/2011;3;n/d;15;n/d;12;n/d
17/08/2011;4;n/d;17;n/d;24;n/d
17/08/2011;5;n/d;18;n/d;45;n/d
17/08/2011;6;n/d;19;n/d;49;n/d
17/08/2011;7;n/d;21;n/d;50;n/d
17/08/2011;8;n/d;25;n/d;42;n/d
17/08/2011;9;n/d;26;n/d;41;n/d
17/08/2011;10;n/d;27;n/d;31;n/d
17/08/2011;11;n/d;25;n/d;30;n/d
17/08/2011;12;n/d;25;n/d;28;n/d
17/08/2011;13;n/d;25;n/d;28;n/d
17/08/2011;14;n/d;25;n/d;27;n/d
17/08/2011;15;n/d;25;n/d;22;n/d
17/08/2011;16;n/d;21;n/d;17;n/d
17/08/2011;17;n/d;21;n/d;22;n/d
17/08/2011;18;n/d;32;n/d;38;n/d
17/08/2011;19;n/d;33;n/d;36;n/d
17/08/2011;20;n/d;27;n/d;40;n/d
17/08/2011;21;n/d;24;n/d;36;n/d
17/08/2011;22;n/d;25;n/d;31;n/d
17/08/2011;23;n/d;25;n/d;35;n/d
17/08/2011;24;n/d;27;n/d;28;n/d
18/08/2011;1;n/d;26;n/d;23;n/d
18/08/2011;2;n/d;25;n/d;20;n/d
18/08/2011;3;n/d;26;n/d;22;n/d
18/08/2011;4;n/d;27;n/d;24;n/d
18/08/2011;5;n/d;29;n/d;35;n/d
18/08/2011;6;n/d;35;n/d;39;n/d
18/08/2011;7;n/d;41;n/d;40;n/d
18/08/2011;8;n/d;52;n/d;46;n/d
18/08/2011;9;n/d;56;n/d;49;n/d
18/08/2011;10;n/d;54;n/d;47;n/d
18/08/2011;11;n/d;48;n/d;25;n/d
18/08/2011;12;n/d;35;n/d;25;n/d
18/08/2011;13;n/d;26;n/d;22;n/d
18/08/2011;14;n/d;25;n/d;27;n/d
18/08/2011;15;n/d;28;n/d;26;n/d
18/08/2011;16;n/d;31;n/d;29;n/d
18/08/2011;17;n/d;32;n/d;33;n/d
18/08/2011;18;n/d;31;n/d;30;n/d
18/08/2011;19;n/d;29;n/d;34;n/d
18/08/2011;20;n/d;29;n/d;27;n/d
18/08/2011;21;n/d;28;n/d;27;n/d
18/08/2011;22;n/d;28;n/d;25;n/d
18/08/2011;23;n/d;23;n/d;14;n/d
18/08/2011;24;n/d;23;n/d;14;n/d
19/08/2011;1;n/d;25;n/d;12;n/d
19/08/2011;2;n/d;24;n/d;11;n/d
19/08/2011;3;n/d;24;n/d;9;n/d
19/08/2011;4;n/d;25;n/d;10;n/d
19/08/2011;5;n/d;30;n/d;23;n/d
19/08/2011;6;n/d;42;n/d;34;n/d
19/08/2011;7;n/d;41;n/d;34;n/d
19/08/2011;8;n/d;47;n/d;28;n/d
19/08/2011;9;n/d;42;n/d;24;n/d
19/08/2011;10;n/d;34;n/d;18;n/d
19/08/2011;11;n/d;30;n/d;16;n/d
19/08/2011;12;n/d;25;n/d;14;n/d
19/08/2011;13;n/d;25;n/d;17;n/d
19/08/2011;14;n/d;23;n/d;12;n/d
19/08/2011;15;n/d;23;n/d;13;n/d
19/08/2011;16;n/d;23;n/d;17;n/d
19/08/2011;17;n/d;23;n/d;21;n/d
19/08/2011;18;n/d;26;n/d;21;n/d
19/08/2011;19;n/d;29;n/d;30;n/d
19/08/2011;20;n/d;31;n/d;30;n/d
19/08/2011;21;n/d;27;n/d;33;n/d
19/08/2011;22;n/d;24;n/d;43;n/d
19/08/2011;23;n/d;21;n/d;56;n/d
19/08/2011;24;n/d;18;n/d;57;n/d
20/08/2011;1;n/d;18;n/d;64;n/d
20/08/2011;2;n/d;16;n/d;49;n/d
20/08/2011;3;n/d;19;n/d;58;n/d
20/08/2011;4;n/d;20;n/d;64;n/d
20/08/2011;5;n/d;22;n/d;67;n/d
20/08/2011;6;n/d;24;n/d;58;n/d
20/08/2011;7;n/d;23;n/d;50;n/d
20/08/2011;8;n/d;26;n/d;57;n/d
20/08/2011;9;n/d;26;n/d;41;n/d
20/08/2011;10;n/d;25;n/d;26;n/d
20/08/2011;11;n/d;28;n/d;22;n/d
20/08/2011;12;n/d;28;n/d;21;n/d
20/08/2011;13;n/d;27;n/d;20;n/d
20/08/2011;14;n/d;19;n/d;20;n/d
20/08/2011;15;n/d;26;n/d;21;n/d
20/08/2011;16;n/d;24;n/d;22;n/d
20/08/2011;17;n/d;27;n/d;28;n/d
20/08/2011;18;n/d;29;n/d;28;n/d
20/08/2011;19;n/d;29;n/d;32;n/d
20/08/2011;20;n/d;35;n/d;51;n/d
20/08/2011;21;n/d;39;n/d;57;n/d
20/08/2011;22;n/d;41;n/d;89;n/d
20/08/2011;23;n/d;37;n/d;103;n/d
20/08/2011;24;n/d;52;n/d;94;n/d
21/08/2011;1;n/d;37;n/d;72;n/d
21/08/2011;2;n/d;27;n/d;40;n/d
21/08/2011;3;n/d;26;n/d;40;n/d
21/08/2011;4;n/d;25;n/d;42;n/d
21/08/2011;5;n/d;17;n/d;17;n/d
21/08/2011;6;n/d;20;n/d;26;n/d
21/08/2011;7;n/d;30;n/d;25;n/d
21/08/2011;8;n/d;26;n/d;26;n/d
21/08/2011;9;n/d;13;n/d;20;n/d
21/08/2011;10;n/d;17;n/d;21;n/d
21/08/2011;11;n/d;26;n/d;20;n/d
21/08/2011;12;n/d;39;n/d;27;n/d
21/08/2011;13;n/d;25;n/d;20;n/d
21/08/2011;14;n/d;10;n/d;19;n/d
21/08/2011;15;n/d;20;n/d;18;n/d
21/08/2011;16;n/d;30;n/d;23;n/d
21/08/2011;17;n/d;38;n/d;20;n/d
21/08/2011;18;n/d;43;n/d;16;n/d
21/08/2011;19;n/d;42;n/d;22;n/d
21/08/2011;20;n/d;30;n/d;19;n/d
21/08/2011;21;n/d;11;n/d;16;n/d
21/08/2011;22;n/d;18;n/d;14;n/d
21/08/2011;23;n/d;23;n/d;13;n/d
21/08/2011;24;n/d;26;n/d;10;n/d
22/08/2011;1;n/d;19;n/d;10;n/d
22/08/2011;2;n/d;16;n/d;9;n/d
22/08/2011;3;n/d;16;n/d;8;n/d
22/08/2011;4;n/d;13;n/d;8;n/d
22/08/2011;5;n/d;13;n/d;18;n/d
22/08/2011;6;n/d;9;n/d;29;n/d
22/08/2011;7;n/d;12;n/d;33;n/d
22/08/2011;8;n/d;19;n/d;37;n/d
22/08/2011;9;n/d;22;n/d;26;n/d
22/08/2011;10;n/d;17;n/d;25;n/d
22/08/2011;11;n/d;26;n/d;32;n/d
22/08/2011;12;n/d;28;n/d;24;n/d
22/08/2011;13;n/d;30;n/d;21;n/d
22/08/2011;14;n/d;33;n/d;21;n/d
22/08/2011;15;n/d;29;n/d;21;n/d
22/08/2011;16;n/d;24;n/d;24;n/d
22/08/2011;17;n/d;24;n/d;28;n/d
22/08/2011;18;n/d;27;n/d;37;n/d
22/08/2011;19;n/d;37;n/d;29;n/d
22/08/2011;20;n/d;20;n/d;22;n/d
22/08/2011;21;n/d;21;n/d;20;n/d
22/08/2011;22;n/d;12;n/d;21;n/d
22/08/2011;23;n/d;15;n/d;32;n/d
22/08/2011;24;n/d;18;n/d;23;n/d
23/08/2011;1;n/d;13;n/d;12;n/d
23/08/2011;2;n/d;16;n/d;12;n/d
23/08/2011;3;n/d;21;n/d;14;n/d
23/08/2011;4;n/d;25;n/d;23;n/d
23/08/2011;5;n/d;27;n/d;31;n/d
23/08/2011;6;n/d;28;n/d;49;n/d
23/08/2011;7;n/d;35;n/d;55;n/d
23/08/2011;8;n/d;38;n/d;53;n/d
23/08/2011;9;n/d;41;n/d;50;n/d
23/08/2011;10;n/d;37;n/d;34;n/d
23/08/2011;11;n/d;37;n/d;26;n/d
23/08/2011;12;n/d;35;n/d;23;n/d
23/08/2011;13;n/d;34;n/d;25;n/d
23/08/2011;14;n/d;26;n/d;25;n/d
23/08/2011;15;n/d;27;n/d;22;n/d
23/08/2011;16;n/d;28;n/d;27;n/d
23/08/2011;17;n/d;24;n/d;27;n/d
23/08/2011;18;n/d;26;n/d;28;n/d
23/08/2011;19;n/d;26;n/d;28;n/d
23/08/2011;20;n/d;29;n/d;33;n/d
23/08/2011;21;n/d;25;n/d;31;n/d
23/08/2011;22;n/d;17;n/d;20;n/d
23/08/2011;23;n/d;13;n/d;15;n/d
23/08/2011;24;n/d;13;n/d;11;n/d
24/08/2011;1;n/d;18;n/d;11;n/d
24/08/2011;2;n/d;18;n/d;9;n/d
24/08/2011;3;n/d;16;n/d;10;n/d
24/08/2011;4;n/d;17;n/d;11;n/d
24/08/2011;5;n/d;18;n/d;20;n/d
24/08/2011;6;n/d;16;n/d;30;n/d
24/08/2011;7;n/d;20;n/d;31;n/d
24/08/2011;8;n/d;23;n/d;39;n/d
24/08/2011;9;n/d;24;n/d;26;n/d
24/08/2011;10;n/d;20;n/d;21;n/d
24/08/2011;11;n/d;22;n/d;22;n/d
24/08/2011;12;n/d;22;n/d;19;n/d
24/08/2011;13;n/d;20;n/d;22;n/d
24/08/2011;14;n/d;27;n/d;n/d;n/d
24/08/2011;15;n/d;27;n/d;22;n/d
24/08/2011;16;n/d;22;n/d;27;n/d
24/08/2011;17;n/d;22;n/d;27;n/d
24/08/2011;18;n/d;23;n/d;29;n/d
24/08/2011;19;n/d;23;n/d;36;n/d
24/08/2011;20;n/d;23;n/d;39;n/d
24/08/2011;21;n/d;22;n/d;39;n/d
24/08/2011;22;n/d;22;n/d;37;n/d
24/08/2011;23;n/d;17;n/d;27;n/d
24/08/2011;24;n/d;21;n/d;42;n/d
25/08/2011;1;n/d;23;n/d;43;n/d
25/08/2011;2;n/d;19;n/d;46;n/d
25/08/2011;3;n/d;20;n/d;56;n/d
25/08/2011;4;n/d;23;n/d;43;n/d
25/08/2011;5;n/d;24;n/d;52;n/d
25/08/2011;6;n/d;24;n/d;51;n/d
25/08/2011;7;n/d;20;n/d;40;n/d
25/08/2011;8;n/d;25;n/d;40;n/d
25/08/2011;9;n/d;27;n/d;38;n/d
25/08/2011;10;n/d;25;n/d;28;n/d
25/08/2011;11;n/d;17;n/d;21;n/d
25/08/2011;12;n/d;22;n/d;20;n/d
25/08/2011;13;n/d;23;n/d;25;n/d
25/08/2011;14;n/d;27;n/d;29;n/d
25/08/2011;15;n/d;24;n/d;30;n/d
25/08/2011;16;n/d;20;n/d;25;n/d
25/08/2011;17;n/d;18;n/d;37;n/d
25/08/2011;18;n/d;20;n/d;38;n/d
25/08/2011;19;n/d;22;n/d;41;n/d
25/08/2011;20;n/d;22;n/d;51;n/d
25/08/2011;21;n/d;23;n/d;57;n/d
25/08/2011;22;n/d;24;n/d;49;n/d
25/08/2011;23;n/d;25;n/d;38;n/d
25/08/2011;24;n/d;27;n/d;22;n/d
26/08/2011;1;n/d;19;n/d;12;n/d
26/08/2011;2;n/d;24;n/d;10;n/d
26/08/2011;3;n/d;22;n/d;6;n/d
26/08/2011;4;n/d;14;n/d;8;n/d
26/08/2011;5;n/d;14;n/d;23;n/d
26/08/2011;6;n/d;19;n/d;42;n/d
26/08/2011;7;n/d;15;n/d;52;n/d
26/08/2011;8;n/d;16;n/d;51;n/d
26/08/2011;9;n/d;18;n/d;37;n/d
26/08/2011;10;n/d;14;n/d;27;n/d
26/08/2011;11;n/d;12;n/d;31;n/d
26/08/2011;12;n/d;10;n/d;28;n/d
26/08/2011;13;n/d;12;n/d;25;n/d
26/08/2011;14;n/d;7;n/d;30;n/d
26/08/2011;15;n/d;11;n/d;28;n/d
26/08/2011;16;n/d;11;n/d;33;n/d
26/08/2011;17;n/d;13;n/d;32;n/d
26/08/2011;18;n/d;13;n/d;27;n/d
26/08/2011;19;n/d;10;n/d;33;n/d
26/08/2011;20;n/d;n/d;n/d;25;n/d
26/08/2011;21;n/d;6;n/d;24;n/d
26/08/2011;22;n/d;10;n/d;24;n/d
26/08/2011;23;n/d;12;n/d;22;n/d
26/08/2011;24;n/d;8;n/d;24;n/d
27/08/2011;1;n/d;4;n/d;18;n/d
27/08/2011;2;n/d;5;n/d;15;n/d
27/08/2011;3;n/d;6;n/d;15;n/d
27/08/2011;4;n/d;6;n/d;12;n/d
27/08/2011;5;n/d;7;n/d;14;n/d
27/08/2011;6;n/d;6;n/d;27;n/d
27/08/2011;7;n/d;9;n/d;21;n/d
27/08/2011;8;n/d;12;n/d;24;n/d
27/08/2011;9;n/d;15;n/d;19;n/d
27/08/2011;10;n/d;13;n/d;14;n/d
27/08/2011;11;n/d;11;n/d;15;n/d
27/08/2011;12;n/d;13;n/d;16;n/d
27/08/2011;13;n/d;14;n/d;14;n/d
27/08/2011;14;n/d;33;n/d;21;n/d
27/08/2011;15;n/d;22;n/d;23;n/d
27/08/2011;16;n/d;10;n/d;24;n/d
27/08/2011;17;n/d;14;n/d;32;n/d
27/08/2011;18;n/d;11;n/d;47;n/d
27/08/2011;19;n/d;14;n/d;52;n/d
27/08/2011;20;n/d;18;n/d;47;n/d
27/08/2011;21;n/d;22;n/d;47;n/d
27/08/2011;22;n/d;18;n/d;45;n/d
27/08/2011;23;n/d;15;n/d;39;n/d
27/08/2011;24;n/d;11;n/d;33;n/d
28/08/2011;1;n/d;12;n/d;25;n/d
28/08/2011;2;n/d;12;n/d;19;n/d
28/08/2011;3;n/d;10;n/d;15;n/d
28/08/2011;4;n/d;10;n/d;13;n/d
28/08/2011;5;n/d;10;n/d;12;n/d
28/08/2011;6;n/d;11;n/d;16;n/d
28/08/2011;7;n/d;13;n/d;17;n/d
28/08/2011;8;n/d;13;n/d;14;n/d
28/08/2011;9;n/d;11;n/d;11;n/d
28/08/2011;10;n/d;9;n/d;10;n/d
28/08/2011;11;n/d;10;n/d;13;n/d
28/08/2011;12;n/d;12;n/d;15;n/d
28/08/2011;13;n/d;13;n/d;17;n/d
28/08/2011;14;n/d;11;n/d;13;n/d
28/08/2011;15;n/d;12;n/d;13;n/d
28/08/2011;16;n/d;14;n/d;15;n/d
28/08/2011;17;n/d;12;n/d;20;n/d
28/08/2011;18;n/d;15;n/d;19;n/d
28/08/2011;19;n/d;20;n/d;13;n/d
28/08/2011;20;n/d;14;n/d;20;n/d
28/08/2011;21;n/d;15;n/d;38;n/d
28/08/2011;22;n/d;13;n/d;31;n/d
28/08/2011;23;n/d;12;n/d;24;n/d
28/08/2011;24;n/d;11;n/d;14;n/d
29/08/2011;1;n/d;9;n/d;11;n/d
29/08/2011;2;n/d;9;n/d;12;n/d
29/08/2011;3;n/d;10;n/d;10;n/d
29/08/2011;4;n/d;9;n/d;9;n/d
29/08/2011;5;n/d;10;n/d;26;n/d
29/08/2011;6;n/d;13;n/d;40;n/d
29/08/2011;7;n/d;16;n/d;45;n/d
29/08/2011;8;n/d;20;n/d;47;n/d
29/08/2011;9;n/d;21;n/d;29;n/d
29/08/2011;10;n/d;15;n/d;20;n/d
29/08/2011;11;n/d;14;n/d;16;n/d
29/08/2011;12;n/d;13;n/d;18;n/d
29/08/2011;13;n/d;17;n/d;15;n/d
29/08/2011;14;n/d;11;n/d;15;n/d
29/08/2011;15;n/d;16;n/d;17;n/d
29/08/2011;16;n/d;30;n/d;26;n/d
29/08/2011;17;n/d;30;n/d;26;n/d
29/08/2011;18;n/d;25;n/d;26;n/d
29/08/2011;19;n/d;21;n/d;25;n/d
29/08/2011;20;n/d;24;n/d;26;n/d
29/08/2011;21;n/d;20;n/d;22;n/d
29/08/2011;22;n/d;16;n/d;22;n/d
29/08/2011;23;n/d;n/d;n/d;28;n/d
29/08/2011;24;n/d;13;n/d;22;n/d
30/08/2011;1;n/d;10;n/d;14;n/d
30/08/2011;2;n/d;11;n/d;14;n/d
30/08/2011;3;n/d;12;n/d;11;n/d
30/08/2011;4;n/d;13;n/d;16;n/d
30/08/2011;5;n/d;n/d;n/d;n/d;n/d
30/08/2011;6;n/d;n/d;n/d;n/d;n/d
30/08/2011;7;n/d;28;n/d;60;n/d
30/08/2011;8;n/d;27;n/d;49;n/d
30/08/2011;9;n/d;24;n/d;40;n/d
30/08/2011;10;n/d;26;n/d;37;n/d
30/08/2011;11;n/d;25;n/d;33;n/d
30/08/2011;12;n/d;24;n/d;35;n/d
30/08/2011;13;n/d;25;n/d;30;n/d
30/08/2011;14;n/d;23;n/d;28;n/d
30/08/2011;15;n/d;26;n/d;29;n/d
30/08/2011;16;n/d;23;n/d;28;n/d
30/08/2011;17;n/d;22;n/d;32;n/d
30/08/2011;18;n/d;22;n/d;34;n/d
30/08/2011;19;n/d;25;n/d;41;n/d
30/08/2011;20;n/d;26;n/d;36;n/d
30/08/2011;21;n/d;21;n/d;35;n/d
30/08/2011;22;n/d;15;n/d;31;n/d
30/08/2011;23;n/d;14;n/d;29;n/d
30/08/2011;24;n/d;15;n/d;23;n/d
31/08/2011;1;n/d;15;n/d;23;n/d
31/08/2011;2;n/d;15;n/d;27;n/d
31/08/2011;3;n/d;14;n/d;29;n/d
31/08/2011;4;n/d;17;n/d;46;n/d
31/08/2011;5;n/d;17;n/d;53;n/d
31/08/2011;6;n/d;21;n/d;58;n/d
31/08/2011;7;n/d;27;n/d;64;n/d
31/08/2011;8;n/d;46;n/d;69;n/d
31/08/2011;9;n/d;40;n/d;56;n/d
31/08/2011;10;n/d;30;n/d;36;n/d
31/08/2011;11;n/d;27;n/d;23;n/d
31/08/2011;12;n/d;21;n/d;16;n/d
31/08/2011;13;n/d;20;n/d;15;n/d
31/08/2011;14;n/d;20;n/d;17;n/d
31/08/2011;15;n/d;17;n/d;16;n/d
31/08/2011;16;n/d;18;n/d;19;n/d
31/08/2011;17;n/d;19;n/d;21;n/d
31/08/2011;18;n/d;19;n/d;25;n/d
31/08/2011;19;n/d;19;n/d;44;n/d
31/08/2011;20;n/d;26;n/d;56;n/d
31/08/2011;21;n/d;31;n/d;47;n/d
31/08/2011;22;n/d;23;n/d;35;n/d
31/08/2011;23;n/d;21;n/d;30;n/d
31/08/2011;24;n/d;17;n/d;24;n/d
01/09/2011;1;n/d;14;n/d;19;n/d
01/09/2011;2;n/d;11;n/d;17;n/d
01/09/2011;3;n/d;12;n/d;15;n/d
01/09/2011;4;n/d;14;n/d;20;n/d
01/09/2011;5;n/d;17;n/d;38;n/d
01/09/2011;6;n/d;22;n/d;55;n/d
01/09/2011;7;n/d;29;n/d;54;n/d
01/09/2011;8;n/d;33;n/d;48;n/d
01/09/2011;9;n/d;36;n/d;49;n/d
01/09/2011;10;n/d;36;n/d;48;n/d
01/09/2011;11;n/d;30;n/d;33;n/d
01/09/2011;12;n/d;25;n/d;32;n/d
01/09/2011;13;n/d;21;n/d;37;n/d
01/09/2011;14;n/d;24;n/d;52;n/d
01/09/2011;15;n/d;28;n/d;63;n/d
01/09/2011;16;n/d;27;n/d;68;n/d
01/09/2011;17;n/d;30;n/d;91;n/d
01/09/2011;18;n/d;33;n/d;82;n/d
01/09/2011;19;n/d;29;n/d;74;n/d
01/09/2011;20;n/d;30;n/d;80;n/d
01/09/2011;21;n/d;28;n/d;85;n/d
01/09/2011;22;n/d;28;n/d;78;n/d
01/09/2011;23;n/d;32;n/d;85;n/d
01/09/2011;24;n/d;33;n/d;74;n/d
02/09/2011;1;n/d;27;n/d;65;n/d
02/09/2011;2;n/d;24;n/d;59;n/d
02/09/2011;3;n/d;24;n/d;59;n/d
02/09/2011;4;n/d;25;n/d;64;n/d
02/09/2011;5;n/d;33;n/d;73;n/d
02/09/2011;6;n/d;41;n/d;75;n/d
02/09/2011;7;n/d;44;n/d;83;n/d
02/09/2011;8;n/d;46;n/d;88;n/d
02/09/2011;9;n/d;46;n/d;84;n/d
02/09/2011;10;n/d;36;n/d;60;n/d
02/09/2011;11;n/d;30;n/d;42;n/d
02/09/2011;12;n/d;26;n/d;30;n/d
02/09/2011;13;n/d;20;n/d;21;n/d
02/09/2011;14;n/d;23;n/d;27;n/d
02/09/2011;15;n/d;26;n/d;38;n/d
02/09/2011;16;n/d;28;n/d;42;n/d
02/09/2011;17;n/d;27;n/d;28;n/d
02/09/2011;18;n/d;21;n/d;62;n/d
02/09/2011;19;n/d;30;n/d;57;n/d
02/09/2011;20;n/d;37;n/d;88;n/d
02/09/2011;21;n/d;40;n/d;115;n/d
02/09/2011;22;n/d;40;n/d;106;n/d
02/09/2011;23;n/d;45;n/d;105;n/d
02/09/2011;24;n/d;43;n/d;110;n/d
03/09/2011;1;n/d;44;n/d;106;n/d
03/09/2011;2;n/d;42;n/d;92;n/d
03/09/2011;3;n/d;34;n/d;75;n/d
03/09/2011;4;n/d;30;n/d;67;n/d
03/09/2011;5;n/d;26;n/d;63;n/d
03/09/2011;6;n/d;27;n/d;65;n/d
03/09/2011;7;n/d;35;n/d;71;n/d
03/09/2011;8;n/d;40;n/d;71;n/d
03/09/2011;9;n/d;38;n/d;67;n/d
03/09/2011;10;n/d;33;n/d;56;n/d
03/09/2011;11;n/d;23;n/d;38;n/d
03/09/2011;12;n/d;16;n/d;29;n/d
03/09/2011;13;n/d;23;n/d;n/d;n/d
03/09/2011;14;n/d;24;n/d;n/d;n/d
03/09/2011;15;n/d;22;n/d;n/d;n/d
03/09/2011;16;n/d;21;n/d;n/d;n/d
03/09/2011;17;n/d;18;n/d;n/d;n/d
03/09/2011;18;n/d;42;n/d;n/d;n/d
03/09/2011;19;n/d;n/d;n/d;n/d;n/d
03/09/2011;20;n/d;31;n/d;89;n/d
03/09/2011;21;n/d;33;n/d;64;n/d
03/09/2011;22;n/d;26;n/d;44;n/d
03/09/2011;23;n/d;27;n/d;45;n/d
03/09/2011;24;n/d;20;n/d;24;n/d
04/09/2011;1;n/d;19;n/d;25;n/d
04/09/2011;2;n/d;11;n/d;19;n/d
04/09/2011;3;n/d;9;n/d;13;n/d
04/09/2011;4;n/d;6;n/d;12;n/d
04/09/2011;5;n/d;7;n/d;12;n/d
04/09/2011;6;n/d;14;n/d;15;n/d
04/09/2011;7;n/d;13;n/d;14;n/d
04/09/2011;8;n/d;10;n/d;18;n/d
04/09/2011;9;n/d;12;n/d;15;n/d
04/09/2011;10;n/d;11;n/d;16;n/d
04/09/2011;11;n/d;11;n/d;15;n/d
04/09/2011;12;n/d;13;n/d;18;n/d
04/09/2011;13;n/d;28;n/d;22;n/d
04/09/2011;14;n/d;19;n/d;20;n/d
04/09/2011;15;n/d;6;n/d;19;n/d
04/09/2011;16;n/d;7;n/d;25;n/d
04/09/2011;17;n/d;17;n/d;26;n/d
04/09/2011;18;n/d;10;n/d;17;n/d
04/09/2011;19;n/d;6;n/d;19;n/d
04/09/2011;20;n/d;11;n/d;22;n/d
04/09/2011;21;n/d;13;n/d;33;n/d
04/09/2011;22;n/d;16;n/d;32;n/d
04/09/2011;23;n/d;17;n/d;24;n/d
04/09/2011;24;n/d;12;n/d;12;n/d
05/09/2011;1;n/d;11;n/d;10;n/d
05/09/2011;2;n/d;10;n/d;7;n/d
05/09/2011;3;n/d;12;n/d;8;n/d
05/09/2011;4;n/d;13;n/d;8;n/d
05/09/2011;5;n/d;14;n/d;20;n/d
05/09/2011;6;n/d;14;n/d;35;n/d
05/09/2011;7;n/d;12;n/d;41;n/d
05/09/2011;8;n/d;11;n/d;33;n/d
05/09/2011;9;n/d;14;n/d;27;n/d
