date;heure;PM25;PM10;NO2;O3;CO
13/08/2011;5;n/d;8;28;n/d;n/d
13/08/2011;6;n/d;12;30;n/d;n/d
13/08/2011;7;n/d;13;28;n/d;n/d
13/08/2011;8;n/d;14;22;n/d;n/d
13/08/2011;9;n/d;15;15;n/d;n/d
13/08/2011;10;n/d;16;18;n/d;n/d
13/08/2011;11;n/d;22;22;n/d;n/d
13/08/2011;12;n/d;16;20;n/d;n/d
13/08/2011;13;n/d;15;20;n/d;n/d
13/08/2011;14;n/d;9;16;n/d;n/d
13/08/2011;15;n/d;11;16;n/d;n/d
13/08/2011;16;n/d;14;22;n/d;n/d
13/08/2011;17;n/d;17;23;n/d;n/d
13/08/2011;18;n/d;16;25;n/d;n/d
13/08/2011;19;n/d;17;33;n/d;n/d
13/08/2011;20;n/d;18;33;n/d;n/d
13/08/2011;21;n/d;18;31;n/d;n/d
13/08/2011;22;n/d;15;27;n/d;n/d
13/08/2011;23;n/d;12;28;n/d;n/d
13/08/2011;24;n/d;12;24;n/d;n/d
14/08/2011;1;n/d;16;25;n/d;n/d
14/08/2011;2;n/d;11;12;n/d;n/d
14/08/2011;3;n/d;n/d;6;n/d;n/d
14/08/2011;4;n/d;3;8;n/d;n/d
14/08/2011;5;n/d;7;7;n/d;n/d
14/08/2011;6;n/d;10;9;n/d;n/d
14/08/2011;7;n/d;7;8;n/d;n/d
14/08/2011;8;n/d;8;8;n/d;n/d
14/08/2011;9;n/d;9;11;n/d;n/d
14/08/2011;10;n/d;13;13;n/d;n/d
14/08/2011;11;n/d;12;15;n/d;n/d
14/08/2011;12;n/d;8;11;n/d;n/d
14/08/2011;13;n/d;8;10;n/d;n/d
14/08/2011;14;n/d;11;9;n/d;n/d
14/08/2011;15;n/d;14;12;n/d;n/d
14/08/2011;16;n/d;13;12;n/d;n/d
14/08/2011;17;n/d;12;14;n/d;n/d
14/08/2011;18;n/d;15;13;n/d;n/d
14/08/2011;19;n/d;17;12;n/d;n/d
14/08/2011;20;n/d;15;14;n/d;n/d
14/08/2011;21;n/d;13;12;n/d;n/d
14/08/2011;22;n/d;12;16;n/d;n/d
14/08/2011;23;n/d;14;19;n/d;n/d
14/08/2011;24;n/d;11;13;n/d;n/d
15/08/2011;1;n/d;13;10;n/d;n/d
15/08/2011;2;n/d;15;10;n/d;n/d
15/08/2011;3;n/d;14;8;n/d;n/d
15/08/2011;4;n/d;13;7;n/d;n/d
15/08/2011;5;n/d;16;16;n/d;n/d
15/08/2011;6;n/d;18;18;n/d;n/d
15/08/2011;7;n/d;18;17;n/d;n/d
15/08/2011;8;n/d;21;17;n/d;n/d
15/08/2011;9;n/d;20;15;n/d;n/d
15/08/2011;10;n/d;14;8;n/d;n/d
15/08/2011;11;n/d;16;7;n/d;n/d
15/08/2011;12;n/d;19;8;n/d;n/d
15/08/2011;13;n/d;22;8;n/d;n/d
15/08/2011;14;n/d;21;11;n/d;n/d
15/08/2011;15;n/d;21;8;n/d;n/d
15/08/2011;16;n/d;24;8;n/d;n/d
15/08/2011;17;n/d;22;11;n/d;n/d
15/08/2011;18;n/d;22;11;n/d;n/d
15/08/2011;19;n/d;22;10;n/d;n/d
15/08/2011;20;n/d;24;16;n/d;n/d
15/08/2011;21;n/d;21;19;n/d;n/d
15/08/2011;22;n/d;17;20;n/d;n/d
15/08/2011;23;n/d;16;26;n/d;n/d
15/08/2011;24;n/d;16;27;n/d;n/d
16/08/2011;1;n/d;15;25;n/d;n/d
16/08/2011;2;n/d;16;24;n/d;n/d
16/08/2011;3;n/d;17;23;n/d;n/d
16/08/2011;4;n/d;17;25;n/d;n/d
16/08/2011;5;n/d;17;46;n/d;n/d
16/08/2011;6;n/d;18;52;n/d;n/d
16/08/2011;7;n/d;19;46;n/d;n/d
16/08/2011;8;n/d;26;62;n/d;n/d
16/08/2011;9;n/d;33;67;n/d;n/d
16/08/2011;10;n/d;34;60;n/d;n/d
16/08/2011;11;n/d;29;45;n/d;n/d
16/08/2011;12;n/d;25;27;n/d;n/d
16/08/2011;13;n/d;20;20;n/d;n/d
16/08/2011;14;n/d;20;16;n/d;n/d
16/08/2011;15;n/d;20;17;n/d;n/d
16/08/2011;16;n/d;20;20;n/d;n/d
16/08/2011;17;n/d;24;21;n/d;n/d
16/08/2011;18;n/d;21;18;n/d;n/d
16/08/2011;19;n/d;22;24;n/d;n/d
16/08/2011;20;n/d;30;53;n/d;n/d
16/08/2011;21;n/d;31;49;n/d;n/d
16/08/2011;22;n/d;28;53;n/d;n/d
16/08/2011;23;n/d;29;23;n/d;n/d
16/08/2011;24;n/d;21;20;n/d;n/d
17/08/2011;1;n/d;15;14;n/d;n/d
17/08/2011;2;n/d;13;10;n/d;n/d
17/08/2011;3;n/d;15;12;n/d;n/d
17/08/2011;4;n/d;17;24;n/d;n/d
17/08/2011;5;n/d;18;45;n/d;n/d
17/08/2011;6;n/d;19;49;n/d;n/d
17/08/2011;7;n/d;21;50;n/d;n/d
17/08/2011;8;n/d;25;42;n/d;n/d
17/08/2011;9;n/d;26;41;n/d;n/d
17/08/2011;10;n/d;27;31;n/d;n/d
17/08/2011;11;n/d;25;30;n/d;n/d
17/08/2011;12;n/d;25;28;n/d;n/d
17/08/2011;13;n/d;25;28;n/d;n/d
17/08/2011;14;n/d;25;27;n/d;n/d
17/08/2011;15;n/d;25;22;n/d;n/d
17/08/2011;16;n/d;21;17;n/d;n/d
17/08/2011;17;n/d;21;22;n/d;n/d
17/08/2011;18;n/d;32;38;n/d;n/d
17/08/2011;19;n/d;33;36;n/d;n/d
17/08/2011;20;n/d;27;40;n/d;n/d
17/08/2011;21;n/d;24;36;n/d;n/d
17/08/2011;22;n/d;25;31;n/d;n/d
17/08/2011;23;n/d;25;35;n/d;n/d
17/08/2011;24;n/d;27;28;n/d;n/d
18/08/2011;1;n/d;26;23;n/d;n/d
18/08/2011;2;n/d;25;20;n/d;n/d
18/08/2011;3;n/d;26;22;n/d;n/d
18/08/2011;4;n/d;27;24;n/d;n/d
18/08/2011;5;n/d;29;35;n/d;n/d
18/08/2011;6;n/d;35;39;n/d;n/d
18/08/2011;7;n/d;41;40;n/d;n/d
18/08/2011;8;n/d;52;46;n/d;n/d
18/08/2011;9;n/d;56;49;n/d;n/d
18/08/2011;10;n/d;54;47;n/d;n/d
18/08/2011;11;n/d;48;25;n/d;n/d
18/08/2011;12;n/d;35;25;n/d;n/d
18/08/2011;13;n/d;26;22;n/d;n/d
18/08/2011;14;n/d;25;27;n/d;n/d
18/08/2011;15;n/d;28;26;n/d;n/d
18/08/2011;16;n/d;31;29;n/d;n/d
18/08/2011;17;n/d;32;33;n/d;n/d
18/08/2011;18;n/d;31;30;n/d;n/d
18/08/2011;19;n/d;29;34;n/d;n/d
18/08/2011;20;n/d;29;27;n/d;n/d
18/08/2011;21;n/d;28;27;n/d;n/d
18/08/2011;22;n/d;28;25;n/d;n/d
18/08/2011;23;n/d;23;14;n/d;n/d
18/08/2011;24;n/d;23;14;n/d;n/d
19/08/2011;1;n/d;25;12;n/d;n/d
19/08/2011;2;n/d;24;11;n/d;n/d
19/08/2011;3;n/d;24;9;n/d;n/d
19/08/2011;4;n/d;25;10;n/d;n/d
19/08/2011;5;n/d;30;23;n/d;n/d
19/08/2011;6;n/d;42;34;n/d;n/d
19/08/2011;7;n/d;41;34;n/d;n/d
19/08/2011;8;n/d;47;28;n/d;n/d
19/08/2011;9;n/d;42;24;n/d;n/d
19/08/2011;10;n/d;34;18;n/d;n/d
19/08/2011;11;n/d;30;16;n/d;n/d
19/08/2011;12;n/d;25;14;n/d;n/d
19/08/2011;13;n/d;25;17;n/d;n/d
19/08/2011;14;n/d;23;12;n/d;n/d
19/08/2011;15;n/d;23;13;n/d;n/d
19/08/2011;16;n/d;23;17;n/d;n/d
19/08/2011;17;n/d;23;21;n/d;n/d
19/08/2011;18;n/d;26;21;n/d;n/d
19/08/2011;19;n/d;29;30;n/d;n/d
19/08/2011;20;n/d;31;30;n/d;n/d
19/08/2011;21;n/d;27;33;n/d;n/d
19/08/2011;22;n/d;24;43;n/d;n/d
19/08/2011;23;n/d;21;56;n/d;n/d
19/08/2011;24;n/d;18;57;n/d;n/d
20/08/2011;1;n/d;18;64;n/d;n/d
20/08/2011;2;n/d;16;49;n/d;n/d
20/08/2011;3;n/d;19;58;n/d;n/d
20/08/2011;4;n/d;20;64;n/d;n/d
20/08/2011;5;n/d;22;67;n/d;n/d
20/08/2011;6;n/d;24;58;n/d;n/d
20/08/2011;7;n/d;23;50;n/d;n/d
20/08/2011;8;n/d;26;57;n/d;n/d
20/08/2011;9;n/d;26;41;n/d;n/d
20/08/2011;10;n/d;25;26;n/d;n/d
20/08/2011;11;n/d;28;22;n/d;n/d
20/08/2011;12;n/d;28;21;n/d;n/d
20/08/2011;13;n/d;27;20;n/d;n/d
20/08/2011;14;n/d;19;20;n/d;n/d
20/08/2011;15;n/d;26;21;n/d;n/d
20/08/2011;16;n/d;24;22;n/d;n/d
20/08/2011;17;n/d;27;28;n/d;n/d
20/08/2011;18;n/d;29;28;n/d;n/d
20/08/2011;19;n/d;29;32;n/d;n/d
20/08/2011;20;n/d;35;51;n/d;n/d
20/08/2011;21;n/d;39;57;n/d;n/d
20/08/2011;22;n/d;41;89;n/d;n/d
20/08/2011;23;n/d;37;103;n/d;n/d
20/08/2011;24;n/d;52;94;n/d;n/d
21/08/2011;1;n/d;37;72;n/d;n/d
21/08/2011;2;n/d;27;40;n/d;n/d
21/08/2011;3;n/d;26;40;n/d;n/d
21/08/2011;4;n/d;25;42;n/d;n/d
21/08/2011;5;n/d;17;17;n/d;n/d
21/08/2011;6;n/d;20;26;n/d;n/d
21/08/2011;7;n/d;30;25;n/d;n/d
21/08/2011;8;n/d;26;26;n/d;n/d
21/08/2011;9;n/d;13;20;n/d;n/d
21/08/2011;10;n/d;17;21;n/d;n/d
21/08/2011;11;n/d;26;20;n/d;n/d
21/08/2011;12;n/d;39;27;n/d;n/d
21/08/2011;13;n/d;25;20;n/d;n/d
21/08/2011;14;n/d;10;19;n/d;n/d
21/08/2011;15;n/d;20;18;n/d;n/d
21/08/2011;16;n/d;30;23;n/d;n/d
21/08/2011;17;n/d;38;20;n/d;n/d
21/08/2011;18;n/d;43;16;n/d;n/d
21/08/2011;19;n/d;42;22;n/d;n/d
21/08/2011;20;n/d;30;19;n/d;n/d
21/08/2011;21;n/d;11;16;n/d;n/d
21/08/2011;22;n/d;18;14;n/d;n/d
21/08/2011;23;n/d;23;13;n/d;n/d
21/08/2011;24;n/d;26;10;n/d;n/d
22/08/2011;1;n/d;19;10;n/d;n/d
22/08/2011;2;n/d;16;9;n/d;n/d
22/08/2011;3;n/d;16;8;n/d;n/d
22/08/2011;4;n/d;13;8;n/d;n/d
22/08/2011;5;n/d;13;18;n/d;n/d
22/08/2011;6;n/d;9;29;n/d;n/d
22/08/2011;7;n/d;12;33;n/d;n/d
22/08/2011;8;n/d;19;37;n/d;n/d
22/08/2011;9;n/d;22;26;n/d;n/d
22/08/2011;10;n/d;17;25;n/d;n/d
22/08/2011;11;n/d;26;32;n/d;n/d
22/08/2011;12;n/d;28;24;n/d;n/d
22/08/2011;13;n/d;30;21;n/d;n/d
22/08/2011;14;n/d;33;21;n/d;n/d
22/08/2011;15;n/d;29;21;n/d;n/d
22/08/2011;16;n/d;24;24;n/d;n/d
22/08/2011;17;n/d;24;28;n/d;n/d
22/08/2011;18;n/d;27;37;n/d;n/d
22/08/2011;19;n/d;37;29;n/d;n/d
22/08/2011;20;n/d;20;22;n/d;n/d
22/08/2011;21;n/d;21;20;n/d;n/d
22/08/2011;22;n/d;12;21;n/d;n/d
22/08/2011;23;n/d;15;32;n/d;n/d
22/08/2011;24;n/d;18;23;n/d;n/d
23/08/2011;1;n/d;13;12;n/d;n/d
23/08/2011;2;n/d;16;12;n/d;n/d
23/08/2011;3;n/d;21;14;n/d;n/d
23/08/2011;4;n/d;25;23;n/d;n/d
23/08/2011;5;n/d;27;31;n/d;n/d
23/08/2011;6;n/d;28;49;n/d;n/d
23/08/2011;7;n/d;35;55;n/d;n/d
23/08/2011;8;n/d;38;53;n/d;n/d
23/08/2011;9;n/d;41;50;n/d;n/d
23/08/2011;10;n/d;37;34;n/d;n/d
23/08/2011;11;n/d;37;26;n/d;n/d
23/08/2011;12;n/d;35;23;n/d;n/d
23/08/2011;13;n/d;34;25;n/d;n/d
23/08/2011;14;n/d;26;25;n/d;n/d
23/08/2011;15;n/d;27;22;n/d;n/d
23/08/2011;16;n/d;28;27;n/d;n/d
23/08/2011;17;n/d;24;27;n/d;n/d
23/08/2011;18;n/d;26;28;n/d;n/d
23/08/2011;19;n/d;26;28;n/d;n/d
23/08/2011;20;n/d;29;33;n/d;n/d
23/08/2011;21;n/d;25;31;n/d;n/d
23/08/2011;22;n/d;17;20;n/d;n/d
23/08/2011;23;n/d;13;15;n/d;n/d
23/08/2011;24;n/d;13;11;n/d;n/d
24/08/2011;1;n/d;18;11;n/d;n/d
24/08/2011;2;n/d;18;9;n/d;n/d
24/08/2011;3;n/d;16;10;n/d;n/d
24/08/2011;4;n/d;17;11;n/d;n/d
24/08/2011;5;n/d;18;20;n/d;n/d
24/08/2011;6;n/d;16;30;n/d;n/d
24/08/2011;7;n/d;20;31;n/d;n/d
24/08/2011;8;n/d;23;39;n/d;n/d
24/08/2011;9;n/d;24;26;n/d;n/d
24/08/2011;10;n/d;20;21;n/d;n/d
24/08/2011;11;n/d;22;22;n/d;n/d
24/08/2011;12;n/d;22;19;n/d;n/d
24/08/2011;13;n/d;20;22;n/d;n/d
24/08/2011;14;n/d;27;n/d;n/d;n/d
24/08/2011;15;n/d;27;22;n/d;n/d
24/08/2011;16;n/d;22;27;n/d;n/d
24/08/2011;17;n/d;22;27;n/d;n/d
24/08/2011;18;n/d;23;29;n/d;n/d
24/08/2011;19;n/d;23;36;n/d;n/d
24/08/2011;20;n/d;23;39;n/d;n/d
24/08/2011;21;n/d;22;39;n/d;n/d
24/08/2011;22;n/d;22;37;n/d;n/d
24/08/2011;23;n/d;17;27;n/d;n/d
24/08/2011;24;n/d;21;42;n/d;n/d
25/08/2011;1;n/d;23;43;n/d;n/d
25/08/2011;2;n/d;19;46;n/d;n/d
25/08/2011;3;n/d;20;56;n/d;n/d
25/08/2011;4;n/d;23;43;n/d;n/d
25/08/2011;5;n/d;24;52;n/d;n/d
25/08/2011;6;n/d;24;51;n/d;n/d
25/08/2011;7;n/d;20;40;n/d;n/d
25/08/2011;8;n/d;25;40;n/d;n/d
25/08/2011;9;n/d;27;38;n/d;n/d
25/08/2011;10;n/d;25;28;n/d;n/d
25/08/2011;11;n/d;17;21;n/d;n/d
25/08/2011;12;n/d;22;20;n/d;n/d
25/08/2011;13;n/d;23;25;n/d;n/d
25/08/2011;14;n/d;27;29;n/d;n/d
25/08/2011;15;n/d;24;30;n/d;n/d
25/08/2011;16;n/d;20;25;n/d;n/d
25/08/2011;17;n/d;18;37;n/d;n/d
25/08/2011;18;n/d;20;38;n/d;n/d
25/08/2011;19;n/d;22;41;n/d;n/d
25/08/2011;20;n/d;22;51;n/d;n/d
25/08/2011;21;n/d;23;57;n/d;n/d
25/08/2011;22;n/d;24;49;n/d;n/d
25/08/2011;23;n/d;25;38;n/d;n/d
25/08/2011;24;n/d;27;22;n/d;n/d
26/08/2011;1;n/d;19;12;n/d;n/d
26/08/2011;2;n/d;24;10;n/d;n/d
26/08/2011;3;n/d;22;6;n/d;n/d
26/08/2011;4;n/d;14;8;n/d;n/d
26/08/2011;5;n/d;14;23;n/d;n/d
26/08/2011;6;n/d;19;42;n/d;n/d
26/08/2011;7;n/d;15;52;n/d;n/d
26/08/2011;8;n/d;16;51;n/d;n/d
26/08/2011;9;n/d;18;37;n/d;n/d
26/08/2011;10;n/d;14;27;n/d;n/d
26/08/2011;11;n/d;12;31;n/d;n/d
26/08/2011;12;n/d;10;28;n/d;n/d
26/08/2011;13;n/d;12;25;n/d;n/d
26/08/2011;14;n/d;7;30;n/d;n/d
26/08/2011;15;n/d;11;28;n/d;n/d
26/08/2011;16;n/d;11;33;n/d;n/d
26/08/2011;17;n/d;13;32;n/d;n/d
26/08/2011;18;n/d;13;27;n/d;n/d
26/08/2011;19;n/d;10;33;n/d;n/d
26/08/2011;20;n/d;n/d;25;n/d;n/d
26/08/2011;21;n/d;6;24;n/d;n/d
26/08/2011;22;n/d;10;24;n/d;n/d
26/08/2011;23;n/d;12;22;n/d;n/d
26/08/2011;24;n/d;8;24;n/d;n/d
27/08/2011;1;n/d;4;18;n/d;n/d
27/08/2011;2;n/d;5;15;n/d;n/d
27/08/2011;3;n/d;6;15;n/d;n/d
27/08/2011;4;n/d;6;12;n/d;n/d
27/08/2011;5;n/d;7;14;n/d;n/d
27/08/2011;6;n/d;6;27;n/d;n/d
27/08/2011;7;n/d;9;21;n/d;n/d
27/08/2011;8;n/d;12;24;n/d;n/d
27/08/2011;9;n/d;15;19;n/d;n/d
27/08/2011;10;n/d;13;14;n/d;n/d
27/08/2011;11;n/d;11;15;n/d;n/d
27/08/2011;12;n/d;13;16;n/d;n/d
27/08/2011;13;n/d;14;14;n/d;n/d
27/08/2011;14;n/d;33;21;n/d;n/d
27/08/2011;15;n/d;22;23;n/d;n/d
27/08/2011;16;n/d;10;24;n/d;n/d
27/08/2011;17;n/d;14;32;n/d;n/d
27/08/2011;18;n/d;11;47;n/d;n/d
27/08/2011;19;n/d;14;52;n/d;n/d
27/08/2011;20;n/d;18;47;n/d;n/d
27/08/2011;21;n/d;22;47;n/d;n/d
27/08/2011;22;n/d;18;45;n/d;n/d
27/08/2011;23;n/d;15;39;n/d;n/d
27/08/2011;24;n/d;11;33;n/d;n/d
28/08/2011;1;n/d;12;25;n/d;n/d
28/08/2011;2;n/d;12;19;n/d;n/d
28/08/2011;3;n/d;10;15;n/d;n/d
28/08/2011;4;n/d;10;13;n/d;n/d
28/08/2011;5;n/d;10;12;n/d;n/d
28/08/2011;6;n/d;11;16;n/d;n/d
28/08/2011;7;n/d;13;17;n/d;n/d
28/08/2011;8;n/d;13;14;n/d;n/d
28/08/2011;9;n/d;11;11;n/d;n/d
28/08/2011;10;n/d;9;10;n/d;n/d
28/08/2011;11;n/d;10;13;n/d;n/d
28/08/2011;12;n/d;12;15;n/d;n/d
28/08/2011;13;n/d;13;17;n/d;n/d
28/08/2011;14;n/d;11;13;n/d;n/d
28/08/2011;15;n/d;12;13;n/d;n/d
28/08/2011;16;n/d;14;15;n/d;n/d
28/08/2011;17;n/d;12;20;n/d;n/d
28/08/2011;18;n/d;15;19;n/d;n/d
28/08/2011;19;n/d;20;13;n/d;n/d
28/08/2011;20;n/d;14;20;n/d;n/d
28/08/2011;21;n/d;15;38;n/d;n/d
28/08/2011;22;n/d;13;31;n/d;n/d
28/08/2011;23;n/d;12;24;n/d;n/d
28/08/2011;24;n/d;11;14;n/d;n/d
29/08/2011;1;n/d;9;11;n/d;n/d
29/08/2011;2;n/d;9;12;n/d;n/d
29/08/2011;3;n/d;10;10;n/d;n/d
29/08/2011;4;n/d;9;9;n/d;n/d
29/08/2011;5;n/d;10;26;n/d;n/d
29/08/2011;6;n/d;13;40;n/d;n/d
29/08/2011;7;n/d;16;45;n/d;n/d
29/08/2011;8;n/d;20;47;n/d;n/d
29/08/2011;9;n/d;21;29;n/d;n/d
29/08/2011;10;n/d;15;20;n/d;n/d
29/08/2011;11;n/d;14;16;n/d;n/d
29/08/2011;12;n/d;13;18;n/d;n/d
29/08/2011;13;n/d;17;15;n/d;n/d
29/08/2011;14;n/d;11;15;n/d;n/d
29/08/2011;15;n/d;16;17;n/d;n/d
29/08/2011;16;n/d;30;26;n/d;n/d
29/08/2011;17;n/d;30;26;n/d;n/d
29/08/2011;18;n/d;25;26;n/d;n/d
29/08/2011;19;n/d;21;25;n/d;n/d
29/08/2011;20;n/d;24;26;n/d;n/d
29/08/2011;21;n/d;20;22;n/d;n/d
29/08/2011;22;n/d;16;22;n/d;n/d
29/08/2011;23;n/d;n/d;28;n/d;n/d
29/08/2011;24;n/d;13;22;n/d;n/d
30/08/2011;1;n/d;10;14;n/d;n/d
30/08/2011;2;n/d;11;14;n/d;n/d
30/08/2011;3;n/d;12;11;n/d;n/d
30/08/2011;4;n/d;13;16;n/d;n/d
30/08/2011;5;n/d;n/d;n/d;n/d;n/d
30/08/2011;6;n/d;n/d;n/d;n/d;n/d
30/08/2011;7;n/d;28;60;n/d;n/d
30/08/2011;8;n/d;27;49;n/d;n/d
30/08/2011;9;n/d;24;40;n/d;n/d
30/08/2011;10;n/d;26;37;n/d;n/d
30/08/2011;11;n/d;25;33;n/d;n/d
30/08/2011;12;n/d;24;35;n/d;n/d
30/08/2011;13;n/d;25;30;n/d;n/d
30/08/2011;14;n/d;23;28;n/d;n/d
30/08/2011;15;n/d;26;29;n/d;n/d
30/08/2011;16;n/d;23;28;n/d;n/d
30/08/2011;17;n/d;22;32;n/d;n/d
30/08/2011;18;n/d;22;34;n/d;n/d
30/08/2011;19;n/d;25;41;n/d;n/d
30/08/2011;20;n/d;26;36;n/d;n/d
30/08/2011;21;n/d;21;35;n/d;n/d
30/08/2011;22;n/d;15;31;n/d;n/d
30/08/2011;23;n/d;14;29;n/d;n/d
30/08/2011;24;n/d;15;23;n/d;n/d
31/08/2011;1;n/d;15;23;n/d;n/d
31/08/2011;2;n/d;15;27;n/d;n/d
31/08/2011;3;n/d;14;29;n/d;n/d
31/08/2011;4;n/d;17;46;n/d;n/d
31/08/2011;5;n/d;17;53;n/d;n/d
31/08/2011;6;n/d;21;58;n/d;n/d
31/08/2011;7;n/d;27;64;n/d;n/d
31/08/2011;8;n/d;46;69;n/d;n/d
31/08/2011;9;n/d;40;56;n/d;n/d
31/08/2011;10;n/d;30;36;n/d;n/d
31/08/2011;11;n/d;27;23;n/d;n/d
31/08/2011;12;n/d;21;16;n/d;n/d
31/08/2011;13;n/d;20;15;n/d;n/d
31/08/2011;14;n/d;20;17;n/d;n/d
31/08/2011;15;n/d;17;16;n/d;n/d
31/08/2011;16;n/d;18;19;n/d;n/d
31/08/2011;17;n/d;19;21;n/d;n/d
31/08/2011;18;n/d;19;25;n/d;n/d
31/08/2011;19;n/d;19;44;n/d;n/d
31/08/2011;20;n/d;26;56;n/d;n/d
31/08/2011;21;n/d;31;47;n/d;n/d
31/08/2011;22;n/d;23;35;n/d;n/d
31/08/2011;23;n/d;21;30;n/d;n/d
31/08/2011;24;n/d;17;24;n/d;n/d
01/09/2011;1;n/d;14;19;n/d;n/d
01/09/2011;2;n/d;11;17;n/d;n/d
01/09/2011;3;n/d;12;15;n/d;n/d
01/09/2011;4;n/d;14;20;n/d;n/d
01/09/2011;5;n/d;17;38;n/d;n/d
01/09/2011;6;n/d;22;55;n/d;n/d
01/09/2011;7;n/d;29;54;n/d;n/d
01/09/2011;8;n/d;33;48;n/d;n/d
01/09/2011;9;n/d;36;49;n/d;n/d
01/09/2011;10;n/d;36;48;n/d;n/d
01/09/2011;11;n/d;30;33;n/d;n/d
01/09/2011;12;n/d;25;32;n/d;n/d
01/09/2011;13;n/d;21;37;n/d;n/d
01/09/2011;14;n/d;24;52;n/d;n/d
01/09/2011;15;n/d;28;63;n/d;n/d
01/09/2011;16;n/d;27;68;n/d;n/d
01/09/2011;17;n/d;30;91;n/d;n/d
01/09/2011;18;n/d;33;82;n/d;n/d
01/09/2011;19;n/d;29;74;n/d;n/d
01/09/2011;20;n/d;30;80;n/d;n/d
01/09/2011;21;n/d;28;85;n/d;n/d
01/09/2011;22;n/d;28;78;n/d;n/d
01/09/2011;23;n/d;32;85;n/d;n/d
01/09/2011;24;n/d;33;74;n/d;n/d
02/09/2011;1;n/d;27;65;n/d;n/d
02/09/2011;2;n/d;24;59;n/d;n/d
02/09/2011;3;n/d;24;59;n/d;n/d
02/09/2011;4;n/d;25;64;n/d;n/d
02/09/2011;5;n/d;33;73;n/d;n/d
02/09/2011;6;n/d;41;75;n/d;n/d
02/09/2011;7;n/d;44;83;n/d;n/d
02/09/2011;8;n/d;46;88;n/d;n/d
02/09/2011;9;n/d;46;84;n/d;n/d
02/09/2011;10;n/d;36;60;n/d;n/d
02/09/2011;11;n/d;30;42;n/d;n/d
02/09/2011;12;n/d;26;30;n/d;n/d
02/09/2011;13;n/d;20;21;n/d;n/d
02/09/2011;14;n/d;23;27;n/d;n/d
02/09/2011;15;n/d;26;38;n/d;n/d
02/09/2011;16;n/d;28;42;n/d;n/d
02/09/2011;17;n/d;27;28;n/d;n/d
02/09/2011;18;n/d;21;62;n/d;n/d
02/09/2011;19;n/d;30;57;n/d;n/d
02/09/2011;20;n/d;37;88;n/d;n/d
02/09/2011;21;n/d;40;115;n/d;n/d
02/09/2011;22;n/d;40;106;n/d;n/d
02/09/2011;23;n/d;45;105;n/d;n/d
02/09/2011;24;n/d;43;110;n/d;n/d
03/09/2011;1;n/d;44;106;n/d;n/d
03/09/2011;2;n/d;42;92;n/d;n/d
03/09/2011;3;n/d;34;75;n/d;n/d
03/09/2011;4;n/d;30;67;n/d;n/d
03/09/2011;5;n/d;26;63;n/d;n/d
03/09/2011;6;n/d;27;65;n/d;n/d
03/09/2011;7;n/d;35;71;n/d;n/d
03/09/2011;8;n/d;40;71;n/d;n/d
03/09/2011;9;n/d;38;67;n/d;n/d
03/09/2011;10;n/d;33;56;n/d;n/d
03/09/2011;11;n/d;23;38;n/d;n/d
03/09/2011;12;n/d;16;29;n/d;n/d
03/09/2011;13;n/d;23;n/d;n/d;n/d
03/09/2011;14;n/d;24;n/d;n/d;n/d
03/09/2011;15;n/d;22;n/d;n/d;n/d
03/09/2011;16;n/d;21;n/d;n/d;n/d
03/09/2011;17;n/d;18;n/d;n/d;n/d
03/09/2011;18;n/d;42;n/d;n/d;n/d
03/09/2011;19;n/d;n/d;n/d;n/d;n/d
03/09/2011;20;n/d;31;89;n/d;n/d
03/09/2011;21;n/d;33;64;n/d;n/d
03/09/2011;22;n/d;26;44;n/d;n/d
03/09/2011;23;n/d;27;45;n/d;n/d
03/09/2011;24;n/d;20;24;n/d;n/d
04/09/2011;1;n/d;19;25;n/d;n/d
04/09/2011;2;n/d;11;19;n/d;n/d
04/09/2011;3;n/d;9;13;n/d;n/d
04/09/2011;4;n/d;6;12;n/d;n/d
04/09/2011;5;n/d;7;12;n/d;n/d
04/09/2011;6;n/d;14;15;n/d;n/d
04/09/2011;7;n/d;13;14;n/d;n/d
04/09/2011;8;n/d;10;18;n/d;n/d
04/09/2011;9;n/d;12;15;n/d;n/d
04/09/2011;10;n/d;11;16;n/d;n/d
04/09/2011;11;n/d;11;15;n/d;n/d
04/09/2011;12;n/d;13;18;n/d;n/d
04/09/2011;13;n/d;28;22;n/d;n/d
04/09/2011;14;n/d;19;20;n/d;n/d
04/09/2011;15;n/d;6;19;n/d;n/d
04/09/2011;16;n/d;7;25;n/d;n/d
04/09/2011;17;n/d;17;26;n/d;n/d
04/09/2011;18;n/d;10;17;n/d;n/d
04/09/2011;19;n/d;6;19;n/d;n/d
04/09/2011;20;n/d;11;22;n/d;n/d
04/09/2011;21;n/d;13;33;n/d;n/d
04/09/2011;22;n/d;16;32;n/d;n/d
04/09/2011;23;n/d;17;24;n/d;n/d
04/09/2011;24;n/d;12;12;n/d;n/d
05/09/2011;1;n/d;11;10;n/d;n/d
05/09/2011;2;n/d;10;7;n/d;n/d
05/09/2011;3;n/d;12;8;n/d;n/d
05/09/2011;4;n/d;13;8;n/d;n/d
05/09/2011;5;n/d;14;20;n/d;n/d
05/09/2011;6;n/d;14;35;n/d;n/d
05/09/2011;7;n/d;12;41;n/d;n/d
05/09/2011;8;n/d;11;33;n/d;n/d
05/09/2011;9;n/d;14;27;n/d;n/d
